,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
60,300798.SZ,20200330,15.93,17.11,15.18,16.19,15.55,0.64,4.1158,231251.15,375734.463
61,300798.SZ,20200327,14.14,15.55,14.01,15.55,14.14,1.41,9.9717,120376.53,179740.518
62,300798.SZ,20200326,13.36,14.49,13.16,14.14,13.55,0.59,4.3542,89994.68,125078.363
63,300798.SZ,20200325,13.31,13.55,13.08,13.55,13.06,0.49,3.7519,48085.01,64038.623
64,300798.SZ,20200324,13.3,13.49,12.65,13.06,12.91,0.15,1.1619,29878.66,38991.33
65,300798.SZ,20200323,13.0,13.2,12.76,12.91,13.35,-0.44,-3.2959,32838.06,42715.292
66,300798.SZ,20200320,13.06,13.56,12.95,13.35,13.05,0.3,2.2989,46267.78,61455.424
67,300798.SZ,20200319,12.78,13.15,12.35,13.05,12.69,0.36,2.8369,42885.87,55175.577
68,300798.SZ,20200318,12.94,13.3,12.64,12.69,13.05,-0.36,-2.7586,43904.54,57103.959
69,300798.SZ,20200317,12.59,13.14,12.12,13.05,12.47,0.58,4.6512,52886.37,66967.614
70,300798.SZ,20200316,13.3,13.5,12.41,12.47,13.23,-0.76,-5.7445,49690.96,64885.207
71,300798.SZ,20200313,12.97,13.44,12.71,13.23,13.96,-0.73,-5.2292,66971.9,87366.88
72,300798.SZ,20200312,14.22,14.4,13.73,13.96,14.74,-0.78,-5.2917,70209.43,98419.074
73,300798.SZ,20200311,14.99,15.49,14.65,14.74,15.19,-0.45,-2.9625,80586.5,121257.46
74,300798.SZ,20200310,15.5,15.98,14.49,15.19,16.1,-0.91,-5.6522,120871.04,180872.835
75,300798.SZ,20200309,15.0,16.99,14.78,16.1,15.55,0.55,3.537,160631.53,259710.973
76,300798.SZ,20200306,15.1,15.81,15.1,15.55,16.14,-0.59,-3.6555,140030.49,216514.753
77,300798.SZ,20200305,15.63,16.14,15.27,16.14,14.67,1.47,10.0204,189777.14,298736.685
78,300798.SZ,20200304,13.44,14.67,13.32,14.67,13.34,1.33,9.97,49584.57,71121.074
79,300798.SZ,20200303,13.43,13.73,13.19,13.34,13.37,-0.03,-0.2244,32047.13,43177.401
80,300798.SZ,20200302,12.78,13.44,12.77,13.37,12.54,0.83,6.6188,32265.01,42209.036
81,300798.SZ,20200228,13.23,13.31,12.48,12.54,13.75,-1.21,-8.8,44852.71,58041.191
82,300798.SZ,20200227,13.95,14.09,13.69,13.75,13.89,-0.14,-1.0079,24015.71,33205.684
83,300798.SZ,20200226,13.68,14.07,13.56,13.89,13.95,-0.06,-0.4301,38371.5,53018.396
84,300798.SZ,20200225,13.95,14.19,13.55,13.95,14.48,-0.53,-3.6602,50477.02,70051.646
85,300798.SZ,20200224,14.66,14.66,14.32,14.48,14.69,-0.21,-1.4295,39783.97,57501.763
86,300798.SZ,20200221,14.7,14.88,14.53,14.69,14.53,0.16,1.1012,41897.41,61587.988
87,300798.SZ,20200220,14.66,14.87,14.22,14.53,14.58,-0.05,-0.3429,52241.42,75595.624
88,300798.SZ,20200219,14.79,15.18,14.55,14.58,14.93,-0.35,-2.3443,53825.69,79470.774
89,300798.SZ,20200218,14.4,15.15,14.13,14.93,14.13,0.8,5.6617,75733.92,111689.524
90,300798.SZ,20200217,13.9,14.37,13.8,14.13,13.45,0.68,5.0558,73798.61,103630.06
91,300798.SZ,20200214,13.18,13.51,13.15,13.45,13.27,0.18,1.3564,36955.97,49203.43
92,300798.SZ,20200213,13.62,13.72,13.27,13.27,13.49,-0.22,-1.6308,33521.35,45033.669
93,300798.SZ,20200212,13.16,13.56,13.16,13.49,13.49,0.0,0.0,33308.13,44722.257
94,300798.SZ,20200211,13.44,13.64,13.31,13.49,13.48,0.01,0.0742,36408.78,49098.352
95,300798.SZ,20200210,13.21,13.59,13.0,13.48,13.22,0.26,1.9667,53018.85,70734.622
96,300798.SZ,20200207,13.07,13.35,12.86,13.22,13.06,0.16,1.2251,49217.79,64602.884
97,300798.SZ,20200206,12.74,13.17,12.74,13.06,12.6,0.46,3.6508,58063.54,75032.051
98,300798.SZ,20200205,12.45,12.85,12.38,12.6,12.41,0.19,1.531,58539.4,73914.768
99,300798.SZ,20200204,11.98,12.98,11.98,12.41,13.31,-0.9,-6.7618,76404.66,93660.07
100,300798.SZ,20200203,13.31,13.31,13.31,13.31,14.79,-1.48,-10.0068,6891.0,9171.921
101,300798.SZ,20200123,15.4,15.86,14.49,14.79,15.63,-0.84,-5.3743,39142.6,59338.593
102,300798.SZ,20200122,16.01,16.04,15.18,15.63,16.18,-0.55,-3.3993,38355.23,60140.554
103,300798.SZ,20200121,16.37,16.6,16.17,16.18,16.37,-0.19,-1.1607,29245.0,47766.524
104,300798.SZ,20200120,16.45,16.63,16.18,16.37,16.58,-0.21,-1.2666,33254.42,54289.906
105,300798.SZ,20200117,16.4,16.92,16.26,16.58,16.54,0.04,0.2418,42397.16,70211.459
106,300798.SZ,20200116,16.82,17.01,16.39,16.54,16.94,-0.4,-2.3613,44988.85,75039.438
107,300798.SZ,20200115,17.0,17.3,16.79,16.94,17.1,-0.16,-0.9357,60668.32,103209.404
108,300798.SZ,20200114,16.75,17.15,16.59,17.1,16.72,0.38,2.2727,73746.47,124112.901
109,300798.SZ,20200113,16.38,16.92,16.32,16.72,16.6,0.12,0.7229,67449.75,112435.225
110,300798.SZ,20200110,16.37,16.93,16.22,16.6,16.44,0.16,0.9732,71480.38,118562.711
111,300798.SZ,20200109,16.39,16.59,16.23,16.44,16.16,0.28,1.7327,46017.25,75374.021
112,300798.SZ,20200108,16.51,16.65,16.13,16.16,16.71,-0.55,-3.2914,68646.78,112138.947
113,300798.SZ,20200107,16.6,16.85,16.55,16.71,16.55,0.16,0.9668,62958.26,105221.353
114,300798.SZ,20200106,16.27,16.76,16.15,16.55,16.64,-0.09,-0.5409,60615.78,99949.026
115,300798.SZ,20200103,16.68,16.88,16.47,16.64,16.59,0.05,0.3014,85052.53,141868.697
116,300798.SZ,20200102,16.28,16.59,16.2,16.59,16.19,0.4,2.4707,86144.66,141332.929
117,300798.SZ,20191231,16.53,16.59,16.11,16.19,16.63,-0.44,-2.6458,92964.06,151364.045
118,300798.SZ,20191230,18.79,18.79,16.43,16.63,18.26,-1.63,-8.9266,161596.79,277662.623
119,300798.SZ,20191227,18.16,19.2,18.16,18.26,18.4,-0.14,-0.7609,94991.88,177024.202
120,300798.SZ,20191226,18.15,18.93,17.9,18.4,18.1,0.3,1.6575,99746.93,183459.99
121,300798.SZ,20191225,17.5,18.29,17.5,18.1,17.76,0.34,1.9144,86490.77,155116.237
122,300798.SZ,20191224,18.23,18.45,17.3,17.76,18.33,-0.57,-3.1097,86212.49,153508.947
123,300798.SZ,20191223,18.26,18.57,17.89,18.33,18.2,0.13,0.7143,84061.0,153620.638
124,300798.SZ,20191220,18.92,19.3,18.08,18.2,19.79,-1.59,-8.0344,136125.63,254267.68
125,300798.SZ,20191219,21.69,21.7,19.79,19.79,21.99,-2.2,-10.0045,134514.05,275428.158
126,300798.SZ,20191218,21.4,22.5,21.05,21.99,21.99,0.0,0.0,167144.15,361798.314
127,300798.SZ,20191217,20.3,22.32,20.02,21.99,20.39,1.6,7.847,171619.01,356288.057
128,300798.SZ,20191216,20.57,20.77,19.81,20.39,20.19,0.2,0.9906,134520.76,272037.951
129,300798.SZ,20191213,20.09,20.8,19.8,20.19,20.33,-0.14,-0.6886,126991.06,256582.329
130,300798.SZ,20191212,20.34,21.2,18.8,20.33,20.33,0.0,0.0,162858.09,330609.645
131,300798.SZ,20191211,20.1,21.18,19.72,20.33,20.1,0.23,1.1443,176087.71,358992.786
132,300798.SZ,20191210,19.28,20.47,19.22,20.1,19.2,0.9,4.6875,205326.84,406153.316
133,300798.SZ,20191209,19.75,19.9,18.68,19.2,20.66,-1.46,-7.0668,199779.85,387885.654
134,300798.SZ,20191206,19.95,20.66,19.82,20.66,18.78,1.88,10.0106,334532.6,679382.235
135,300798.SZ,20191205,18.78,18.78,18.78,18.78,17.07,1.71,10.0176,3474.07,6524.303
136,300798.SZ,20191204,17.07,17.07,17.07,17.07,15.52,1.55,9.9871,4239.09,7236.126
137,300798.SZ,20191203,15.52,15.52,15.52,15.52,14.11,1.41,9.9929,5350.53,8304.022
138,300798.SZ,20191202,14.11,14.11,14.11,14.11,12.83,1.28,9.9766,3381.96,4771.945
139,300798.SZ,20191129,12.83,12.83,12.83,12.83,11.66,1.17,10.0343,4326.76,5551.233
140,300798.SZ,20191128,11.66,11.66,11.66,11.66,10.6,1.06,10.0,1889.04,2202.62
141,300798.SZ,20191127,10.6,10.6,10.6,10.6,9.64,0.96,9.9585,1885.41,1998.534
142,300798.SZ,20191126,9.64,9.64,9.64,9.64,8.76,0.88,10.0457,958.79,924.273
143,300798.SZ,20191125,8.76,8.76,8.76,8.76,7.96,0.8,10.0503,541.86,474.669
144,300798.SZ,20191122,6.64,7.96,6.64,7.96,5.53,2.43,43.9421,2254.23,1790.305
